,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Exit Target,LP Tag,Entity Type,Stage,Sector Focus,Sectors Avoided,Typical Cheque Size,Min Cheque Size,Max Cheque Size,Fund Contacts,Investments,Website,Location,,,Investor Notes,Interactions (Blume),Introductions (Startups),Lead flag,Impact/ESG flag,Connected?,Conflicts / Common Cos,Status,Priority,Sector Grouping
Sorin,,,Family Office,"""Early (A,B)""",,,$1-2M,$1M,$5M,"Mandar Dandekar,Anshul,Harshita,Subeer Monga,Shree Vardhan Saraf,Harsh Khara,Subeer Monga",,,,,,"Sorin is a new $100+ mill fund that's coming together with the anchor investors being the Family Office of Falguni and Sanjay Nayyar (of Nykaa and KKR respectively). Another 6 large FO's are the other partners in capital contribution in Sorin. Mandar spent around a decade at Kalaari before joining hands with the Nayyar family office to lead Sorin. Sorin is interested in fast-growing Series A and B opportunities and invests 3-5$ mill on average. Their accomplished and seasoned LPs are the value differentiator over the capital that they bring to the round. 

$135 M Seed - Series A India Focused Fund launched in Jun 22 (fintrackr)","03-05-24 | Sorin,03-05-24 | Sorin","27-01-22 | Sorin?Procol,27-01-22 | Sorin?SmartStaff,20-03-22 | Sorin?STAGE,19-09-22 | Sorin?Money Club (BFF),19-09-22 | Sorin?Multipl,19-09-22 | Sorin?cAImera (Relove),19-09-22 | Sorin?Scenes,16-01-23 | Sorin?Ethereal,16-01-23 | Sorin?Freightify (BFF),16-01-23 | Sorin?Scribble Data,16-01-23 | Sorin?Aerem,16-01-23 | Sorin?Zipy,27-01-23 | Sorin?Bureau,06-02-23 | Sorin?Ati Motors,06-02-23 | Sorin?Zapscale,06-02-23 | Sorin?HealthAssure,07-02-23 | Sorin?Rocketium,07-02-23 | Sorin?ElectricPe,07-02-23 | Sorin?Niqo Robotics (Tartan Sense),18-02-23 | Sorin?Freightify (BFF),10-04-23 | Sorin?PescaFresh,25-09-24 | Sorin?BlueCopa,23-10-24 | Sorin?Procol,28-02-24 | Sorin?ChefKart,28-02-24 | Sorin?Scribble Data,28-02-24 | Sorin?STAGE,15-11-24 | Sorin?DPDZero",,,,,,,
Soros,,,Family Office,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""","Impact/ESG,BFSI & Fintech",,,,,,,https://sorosfundmgmt.com/,"NYC,London",,,"Principal asset manager for the Open Society Foundations (Open Society) – the world’s largest private funders of independent groups working for justice, democratic governance, and human rights. No India investments.
founded by George Soros, initially focused on two themes, climate transition and diversity, equity, and inclusion (DEI).",,,,,,,Active,,
Sourcecode Capital,,,,"Seed,""Early (A,B)""",,,,,,Xingchen,,,,,,,,,,,,,,,
SP Ventures,,,,"""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
Spark Capital,,,Private Equity,"""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Software & Technology,Consumer,Healthcare & Lifesciences,BFSI & Fintech,Industrials",,,,,,"Vivriti Capital,Kinara Capital",https://sparkcapital.in/,"Chennai,BOM,DEL,Pune,BLR,Hyderabad",,,"One of India's leading boutique financial services houses. mid-market investment bank.
Closed over 160 transactions aggregating to more than $ 7 billion across 5 key sectors, namely Financial Services, Tech Services, Consumer, Industrials and Healthcare.
Core products include Private Equity and M&A where we typically work with clients from Series B all the way upto IPO.",,06-01-23 | Spark Capital?Kaleidofin,,,checked,,Active,,Diversified
Sparrow Capital,,,,,,,,,,Aakash Goyal,,,,,,,,,,,,,Active,,
Sparta Group,,,Venture Capital,"""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
Sparx Mirai VC,,,,"""Early (A,B)""",Software & Technology,,,,,"Hak Kim ,Mari Kiyohara,Paul Simon, Kubo Matthew",,,,,,"A 30yr-old listed asset manager based in Tokyo (?$15bn AUM). Mirai is Sparx's VC arm (?$2bn AUM). Their key LPs are the Toyota Group, SMBC Group among others.",,,,,,,,,Software & Technology
Speciale Invest,,,Venture Capital,Seed,,,,,,Vishesh Rajaram,,,,,,,,,,,,,,,
Spectra Capital,TG 3 (Pre-IPO),,Family Office,"Late Growth (>$500M),Public Markets,""Growth (C,D)""","BFSI & Fintech,Healthcare & Lifesciences,Consumer,Supply chain & Logistics",,,,,Akshay Grover,,https://spectracapital.com/,"DEL,UAE",,,"*Subsidiary of Dubai HoldCo Foresight Futures
*Multi-family office advisor: 
- 5 middle eastern & European families co-invest via SPVs setup for each deal - Closing a $100m pre-IPO deal now. 
- Sector agnostic, no criteria regarding geography (e.g. MENA offices), open to explore large deals.
- Good for showing pre-IPO deals with large family leads

*INR 200 Cr own fund  
- Listed & pre-IPO deals in SME & Smallcaps
- Pre-IPO: 80% SME IPO, INR 8-15 cr cheques, will not lead
- Telecom, pharma, FS, F&B, logistics. Can explore more.
- Also does IB advisory for SPAC and listing guidance
- Good for showing SME pile-ons

*RE SITs AIF: INR 800 cr, 450 cr done. Partner is ex-Adani Realty.
*Private credit fund: Will launch soon, INR 100-200 cr cheques. 

",12-11-24 | Spectra Capital,,checked,,checked,,Active,,Diversified
Spiral Ventures,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,Sujit Kunte,,,,,,,,"20-10-23 | Spiral Ventures?ChefKart,08-09-23 | Spiral Ventures?Resellme",,,,,,,
Splice Capital,,,Venture Capital,Seed,,,,,,Venkat Ramana,,,,,,,,,,,,,,,
Spring Marketing Capital,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,Raja Ganapathy,,,,,,,,,,,,,,,
Sprout Venture Partners,,,Venture Capital,Seed,,,,,,Sahil Gupta,,,,,,,,,,,,,,,
SRI Capital,,,Venture Capital,Seed,,,,,,Sonam Sahni,Shephertz,,,,,,,,,,,?Shephertz,,,
Stableton,,,,,,,,,,Wei He,,,,,,,,,,,,,Active,,
Stakeboat Capital,TG 1 ($100-500M),,Private Equity,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""","Healthcare & Lifesciences,Software & Technology,Consumer,BFSI & Fintech",,$15M,$10M,$20M,"Shashank Jain,Srinivas Baratram","Ozonetel,LeadSquared",https://www.stakeboat.com/,BLR,,,"*Invest in traditional businesses (vs new age / digital) in healthcare, B2B, manufacturing + Early-to-mid stake SaaS businesses.
*Criteria: Traditional - INR 50+ cr rev, profitable EBITDA, control or significant minority stakes. SaaS - INR 25-100 cr rev, okay with loss-making but need path to profitability.
*INR 1500 cr raised across two funds. 2nd fund (~1000c cr) currently in deployment.
*150-200 cr cheque sizes. Okay taking lead upto that size, above that will work with others.","06-08-24 | Stakeboat Capital,10-12-24 | Stakeboat Capital","09-08-24 | Stakeboat Capital?THB,12-08-24 | Stakeboat Capital?Tricog",checked,,checked,"Ozonetel?Exotel, LeadSquared?Squadstack",,High,"Healthcare & Lifesciences,Software & Technology,Consumer,BFSI & Fintech"
Stanford Angels,,,Venture Capital,Seed,,,,,,Paula Mariwala,TapChief,,,,,,,,,,,?TapChief,,,
Star Lake Capital,,,Private Equity,"""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
Startup Labs,,,Venture Capital,"Seed,""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
Startup Oasis,,,Accelerator,"Seed,""Early (A,B)""",,,,,,Chintan Bakshi,,,,,,,,,,,,,,,
StartupXseed Ventures,,,Venture Capital,"Seed,""Early (A,B)""","Software & Technology,Healthcare & Lifesciences,BFSI & Fintech",,,,,"B.V. Naidu,T. V. Mohandas Pai","Aereo,Darwinbox",,BLR,,,"Deep Tech, B2B, seed to early-stage startups investor.
Sector agnostic fund with investments from SaaS to Space (Tech), including the areas of Cyber Security, Semicon, AI/ML, Drones and New Frontier Startups in India with a Global Focus.",,,checked,,,,,,"Software & Technology,Healthcare & Lifesciences,BFSI & Fintech"
Steadfast,TG 1 ($100-500M),,Crossover,"""Growth (C,D)""",BFSI & Fintech,,$20M,$20M,$50M,Robert Pitts,"Groww,CRED,BharatPe",NA,NYC,,,"$10B fund smaller team in CA that focuses on privates
Founded by Robert Kelly who was the lead financials analyst for Julian Robertson at Tiger.
Steadfast has a small team in SV that focuses on privates; CIO cut his teeth in payments and EM
Possibly the largest research team among the Tiger Cubs
Brendan has been with the firm for 6 years; covers financials and fintech; started out with US and built exposure over time into Indian startups. 
Exposure: $850M invested in public side (HDFC Bank, IndusInd Bank) and done a few privates 
India is the most exciting opportunity for financials (no public fintech yet), ability to invest in privates so have done 40-50 meetings in BharatPe ($25M), CRED ($10M), Groww ($15M)

Min tickets: $25M typical ticket size but have been allocated less in CRED; $50M cost basis in India (been easier to start with later stage stuff), keen to do more early stage now that some credibility on late stage fintech has been built out",11-01-22 | Steadfast,13-01-22 | Steadfast?Smallcase,,,checked,"Groww?Smallcase, CRED?Slice, BharatPe?Slice",,,BFSI & Fintech
Steadview Capital,"TG 3 (Pre-IPO),TG 2 ($500M+)",,Private Equity,"""Growth (C,D)"",Late Growth (>$500M),Public Markets,""Mid (B,C)""","BFSI & Fintech,Consumer,Software & Technology,Healthcare & Lifesciences",,,,,"Joy Bhakat,Puneet Kumar,""Nikhil
  Agarwal""","Urban Ladder,Moengage,PharmEasy,Urban Company,Dream11,Innovaccer,Chargebee,BharatPe,Delhivery,Zomato,Zenoti,INDmoney,Fyle,Lenskart,Policybazaar,Unacademy,Pristyn Care,Exotel,Ultrahuman",https://www.steadview.com/,"BOM,London,NYC",,,"India-focused PE with $4Bn+ AUM. Backed by large global sovereign wealth funds, pension funds and family offices.
Sweet spot of investments is $200M-2B valuation
Pre IPO deals in Zomato, Pharmeasy, Ixigo","03-09-21 | Steadview Capital,07-07-22 | Steadview Capital","10-08-21 | Steadview Capital?Squadstack,28-10-21 | Steadview Capital?Jai Kisan,07-03-22 | Steadview Capital?Euler Motors,12-07-22 | Steadview Capital?Intrcity,12-07-22 | Steadview Capital?Intrcity,18-07-22 | Steadview Capital?Healthify,22-07-22 | Steadview Capital?THB,22-07-22 | Steadview Capital?THB,11-11-22 | Steadview Capital?BatterySmart,19-12-23 | Steadview Capital?Grey Orange,09-04-24 | Steadview Capital?Intrcity,28-02-24 | Steadview Capital?GreytHR,28-02-24 | Steadview Capital?Rocketium,28-02-24 | Steadview Capital?Servify,28-02-24 | Steadview Capital?Zopper",checked,,checked,"Moengage?Webengage, Innovaccer?THB, BharatPe?Slice, Zomato?Dunzo, Policybazaar?Turtlemint, Zopper, ?Unacademy, Pristyn Care?Medfin, ?Exotel, ?Ultrahuman",,High,Diversified
Stellantis Ventures,,,,,,,,,,Melchior d'Augustin,,,,,,,,28-10-24 | Stellantis Ventures?Routematic,,,,,Active,,
Stellaris,,,Venture Capital,"Seed,""Early (A,B)""","Consumer,BFSI & Fintech,Software & Technology",,$2-3M,$1M,$5M,"Ritesh Banglani,Pankaj Agarwal,Arpit Maheshwari,Alok Goyal,Rahul Chowdhri,Mayank Jain,Anagh Prasad,Rupali,Sayantan Sarkar",Ayu Health,,BLR,,,"$230M Fund II (2021), 13 checks in 13 months.

Entry $1-6M checks; and follow-on until Series C
- Founder at a business plan or idea stage; comfortable at pre-product stage. Ownership target 15% at that stage, line in sand at 12.5%
- Or leading a $12M round with $6M checks
","03-05-22 | Stellaris,13-07-22 | Stellaris,14-10-22 | Stellaris,21-08-24 | Stellaris","30-08-21 | Stellaris?Superset,31-08-21 | Stellaris?Blend,02-09-21 | Stellaris?SmartStaff,22-04-21 | Stellaris?Cellfish,06-12-21 | Stellaris?Procol,23-03-22 | Stellaris?Aerem,23-03-22 | Stellaris?Futwork,23-03-22 | Stellaris?Rocketium,23-03-22 | Stellaris?Stage3,23-03-22 | Stellaris?THB,23-03-22 | Stellaris?Zipy,02-04-22 | Stellaris?ElectricPe,02-04-22 | Stellaris?Instamojo,02-04-22 | Stellaris?Procol,02-04-22 | Stellaris?Squadstack,02-04-22 | Stellaris?Unocoin,02-04-22 | Stellaris?Vitrina,03-05-22 | Stellaris?BeatO,19-05-22 | Stellaris?Bureau,14-07-22 | Stellaris?SmartStaff,16-09-22 | Stellaris?Alippo,19-09-22 | Stellaris?Money Club (BFF),19-09-22 | Stellaris?Multipl,19-09-22 | Stellaris?Zapscale",,,checked,Ayu Health?Medfin,,,"Consumer,BFSI & Fintech,Software & Technology"
StepStone Group,TG 2 ($500M+),,Private Equity,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)"",Seed","Software & Technology,BFSI & Fintech,Consumer,Healthcare & Lifesciences,Supply chain & Logistics",,,,,"Bhavika Vyas,Thomas Keck,Debashish Goenka","Zepto,PocketFM",https://www.stepstonegroup.com/,"NYC,SFO,SIN,London,China",,,"Global private markets investment firm with $176bn AUM, across the private equity, infrastructure, private debt, and real estate. 
Active across fund investments, secondaries, co-investments and direct investments.
Invest in venture funds of all stages, early- and growth-stage companies, alongside our managers, and secondary opportunities",,,checked,,,Zepto?Dunzo,Active,,Diversified
STIC Investments,TG 1 ($100-500M),,Private Equity,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Consumer,Software & Technology,BFSI & Fintech,EV & Mobility,Healthcare & Lifesciences,Supply chain & Logistics,Edtech & Upskilling,Industrials",,,,,"Dillion Kwag,Hyukjin Lee","Zeno Health,Dunzo,Ninjacart",http://sticinvestments.com/main/,Korea,,,Global Korea-HQ'd listed PE with $6.7Bn AUM. Specializes in growth & buyout strategies. Focus on Asia investments.,,,checked,,,?Dunzo,,,Diversified
STIC Ventures,,,Private Equity,"Seed,""Early (A,B)"",""Mid (B,C)""","Software & Technology,Healthcare & Lifesciences,Supply chain & Logistics,Consumer,Industrials",,,$30M,$50M,Jin Ho Chai,Dunzo,http://sticinvestments.com/main/,"Korea,SIN",,,"Invests in small and mid-sized companies in Asia, subsidiary of STIC Investments. AUM of US$6.7bn.
Key areas: information and communication technology, biotech, healthcare, logistics, service, consumer, chemical, material, gaming, and content sectors.",,,,,,?Dunzo,,,Diversified
Stone croft Management,,,,"""Early (A,B)""",,,,,,"Jed Lenzner,Ryan Josephson",,,,,,,20-03-23 | Stone croft Management,,,,,,,,
Storm Ventures,,,Venture Capital,"Seed,""Early (A,B)""",Software & Technology,Consumer-tech,$2-3M,$500K,$5M,"Arun Penmetsa,Sanjay Subhedar,Frederick Groce (ex-Storm),Pascale Diaine",Spyne.ai,,,,,"Storm Ventures is an early stage B2B focused fund been around for 20 years
Will cover B2B fairly broadly -- includes infra, security, healthcare, HR
About to close Fund VII ($200M) about average size for them. LPs asking them to raise opportunity fund of $50-100M
4 person investment team. Last year's pace of investing was the highest ever 11 deals.
Focused on Series A and late Seed ($1M in ARR for SaaS businesses), check size $1M min $4M typical $6M max -- did get asked by LPs to raise a larger fund, but wanted to keep to a certain size.
In general, can invest anywhere in the world as long as you are selling into the US or Europe in some way. Prefer US domiciled entities.
Decided to do more in India even if you are focused purely on the Indian market.
Historically, they were trying to lead A rounds in India, now open to partnering with Seed funds in India.

Decided to invest into Spyne AI based image generation system (Accel is leading)",21-01-22 | Storm Ventures,"11-02-21 | Storm Ventures?Manufactured ,24-03-21 | Storm Ventures?Spinny,25-03-21 | Storm Ventures?Sprinto",checked,,checked,Spyne.ai?Rocketium,,,Software & Technology
StreetEdge Capital,,,Fund-of-Funds or LP,"""Early (A,B)""",,,,,,Vikram Ranganathan,,,,,,,,,,,,,,,
Stride Ventures,,,Venture Debt,"""Early (A,B)""","BFSI & Fintech,Consumer,Agritech,Healthcare & Lifesciences,Software & Technology,Edtech & Upskilling,Supply chain & Logistics,Impact/ESG",,$1-2M,$1M,$2M,"Ishpreet Gandhi,Apoorva Sharma","Jai Kisan,Captain Fresh,LetsTransport,Cureskin,WayCool,Ace Turtle,Medibuddy,SUGAR Cosmetics,Zepto,Spinny",,DEL,,,"Largest and most active venture debt firm from India.
Secto-agnostic; Investment focus: large addressable market, backed by institutional investors, favourable unit economics, sectoral leaders.",07-09-21 | Stride Ventures,,checked,,checked,"?Jai Kisan, Zepto?Dunzo, ?Spinny",,,Diversified
Stripes Group,TG 1 ($100-500M),,Venture Capital,"""Growth (C,D)""","Software & Technology,Consumer",Credit/Lending,$30M,$20M,$50M,Chris Carey,"Fullstory,Bookmyshow",https://www.stripes.co/,NYC,,,A leading growth equity firm that invests in branded consumer and enterprise companies.,,"27-08-21 | Stripes Group?Lambdatest,27-08-21 | Stripes Group?Locus,27-08-21 | Stripes Group?Smallcase,24-02-21 | Stripes Group?Classplus,04-01-24 | Stripes Group?Ultrahuman",,,checked,Fullstory?Zipy,,,Software & Technology
Strive Ventures,,,,"""Early (A,B)""",,,,,,,,,,,,,,,,,,,,,
"Sumeru
  Ventures",,,Private Equity,"""Growth (C,D)"",Late Growth (>$500M)","Software & Technology,Edtech & Upskilling,Consumer",,,$50M,$300M,Jatin Chaurasia,"VerSe,Byju's,Swiggy",https://sumeruequity.com/,"SFO,NYC",,,"Tech-focused PE firm that invests $50-$250 million in leading mid-market software, technology enabled services, and hardware companies with a focus on growth.
Works with growth stage technology companies across all sectors.
invested in over fifty platform and add-on investments across enterprise and vertical SaaS, data analytics, education technology, infrastructure software and cybersecurity.",,,,,,"Byju's?Unacademy, Swiggy?Dunzo",Active,,
Sumitomo Mitsui Banking Corp (SMBC),TG 2 ($500M+),,Corporate VC,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Software & Technology,Healthcare & Lifesciences,BFSI & Fintech,Consumer,Impact/ESG",,,,,"Yoshiyuki Natsuyama,Rohit Nanda","Ampin Energy Transition,Vayana",https://www.smbc.co.jp/global/,"Tokyo,GIFT,BOM,DEL",,,"*One of the two major arms of Sumitomo Mitsui Financial Group, a large financial conglomerate in Japan. Does prop book investments and has a PE arm. Big focus on energy sector",,,checked,,,,Active,,Diversified
Sumitomo Mitsui Trust Bank (SMTB),TG 1 ($100-500M),,Corporate BSheet,"""Early (A,B)"",""Mid (B,C)"",""Growth (C,D)""","BFSI & Fintech,Consumer,Healthcare & Lifesciences,Software & Technology",,$30M,,,Shigeki Tanaka,DMI Finance,https://www.smtb.jp/english,Japan,,,"*One of the two major arms of Sumitomo Mitsui Financial Group, a large financial conglomerate in Japan. SMTB focusses in trust services, asset mgmt, advisory, and RE services. AUM of $600+ Bn.
*Primarily does strategic investments in Japan, with occasional investments in several countries across the world. Led DMI Finance's 2022 and 2023 ($47m) rounds.",,,checked,,,,,Low,"BFSI & Fintech,Consumer,Healthcare & Lifesciences,Software & Technology"
Sun group,,,,,,,,,,Sanjay Kadaveru,,,,,,,,"06-12-24 | Sun group?Spinny,06-12-24 | Sun group?Vecmocon",,,,,Active,,
Sunley House Capital Management,TG 1 ($100-500M),,Private Equity,"""Growth (C,D)""","BFSI & Fintech,Healthcare & Lifesciences,Consumer,Software & Technology",,,,,Abhinav Sharman,Slice,https://www.adventinternational.com/sunleyhouse/,USA (other),,,"Sunley House seeks attractive investment opportunities that are outside the mandate of Advent’s private equity funds.\
",,,,,,?Slice,,,"BFSI & Fintech,Healthcare & Lifesciences,Consumer,Software & Technology"
Susquehanna Growth Equity,TG 1 ($100-500M),,Private Equity,"""Mid (B,C)"",""Growth (C,D)"",Late Growth (>$500M)","Software & Technology,BFSI & Fintech,Edtech & Upskilling,Healthcare & Lifesciences,Supply chain & Logistics",,,$10M,$100M,Josh Elser,HackerRank,https://www.sgep.com/,USA (other),,,"Invests in software and information services companies in sectors: bs services, compliance tech, cyber, edtech, fintech, hrtech, healthtech, info services, martech, marketplaces, proptech, saas, supply chain, vertical software, ecommerce. 
Capital comes from Susquehanna International Group (SIG), one of the world’s largest privately-held financial services firms",,,checked,,,,Active,,Diversified
SWC Global,TG 1 ($100-500M),,Venture Capital,"""Early (A,B)"",""Mid (B,C)""","Consumer,BFSI & Fintech,Edtech & Upskilling","Agritech,Deep tech,Retail",$5M,$3M,$20M,"Tuck Lye Koh,Yixuan Geng,Wendi Xiang,Rohit Garg","Meesho,Sharechat,Zomato,KreditBee,GoJek,Pratilipi,LoanTap,Rapido,Cashify,Koo,MechMocha,Webengage",https://www.swcglobal.com/home,SIN,,,Singapore-based affiliate arm of Chinese capital markets company Shunwei Capital. Shunwei Fund V is $2B and 10% allocation to SWC ($200M AUM) - focus on India and SEA. Will do 20-25 cheques.,"19-10-21 | SWC Global,18-10-23 | SWC Global,24-04-24 | SWC Global","19-10-21 | SWC Global?Leverage.biz,19-10-21 | SWC Global?Yulu,20-10-21 | SWC Global?SmartStaff,02-04-22 | SWC Global?Alippo,02-04-22 | SWC Global?Apnaklub,02-04-22 | SWC Global?BHIVE Workspace,02-04-22 | SWC Global?Kaleidofin,02-04-22 | SWC Global?Markk,02-04-22 | SWC Global?Wizcommerce,02-04-22 | SWC Global?Stage3,19-05-22 | SWC Global?Bureau,01-06-22 | SWC Global?ChefKart,13-07-22 | SWC Global?Ultrahuman,13-07-22 | SWC Global?Ultrahuman,02-09-22 | SWC Global?Dataweave,02-09-22 | SWC Global?Exotel,02-09-22 | SWC Global?Idfy,19-09-22 | SWC Global?Living Food,19-09-22 | SWC Global?Multipl,19-09-22 | SWC Global?BlueCopa,19-09-22 | SWC Global?Monrow,14-11-22 | SWC Global?Jai Kisan,12-09-23 | SWC Global?Uolo,23-05-24 | SWC Global?Intrcity,23-05-24 | SWC Global?Leverage.biz",checked,,checked,"Sharechat?Koo, Zomato?Dunzo, Rapido?Yulu, ?Cashify, ?Koo, ?MechMocha, ?Webengage",,High,"Consumer,BFSI & Fintech,Edtech & Upskilling"
